SN,Continent,Country,Location_Name,Location_Code,Cluster_Name,Cluster_Code,Plot_ Name,Plot_ Code,Minumum_Plot_Dimention (m),Maximum_Plot_Dimention (m),Total_Plot_Edge (m),Census_Date,PI,Latitude (plot),Longitude (plot),x (plot),y (plot),Tag_No,Family,Original_Identification,Genus,Species,Species_Code,Edibility_Category,x (tree),y (tree),Elevation (m),Dimater (cm),Plot_Comments 
1100,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1511,Phyllanthaceae,Maesobotrya barteri,Maesobotrya,Maesobotrya barteri,MABA,Edible,457028,601091,447,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1101,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1512,Myristicaceae,Staudtia stipitata,Staudtia,Staudtia stipitata,STST,Inedible,457028,601088,449,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1102,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1513,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,457028,601086,449,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1103,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1514,Phyllanthaceae,Bredelia macranta,Bridelia,Bridelia micrantha,BRMI,Inedible,457028,601084,448,18,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1104,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1515,Olacaceae,Caula edulis,Caula,Caula edulis,CAED,Edible,457028,601083,448,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1105,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1516,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,457027,601082,449,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1106,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1517,Malvaceae,Hildegardia barteri,Hildegardia,Hildegardia barteri,HIBA,Inedible,457029,601080,448,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1107,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1518,Olacaceae,Strombosia zenkeri,Strombosia,Strombosia zenkeri,STZE,Inedible,457028,601080,448,20,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1108,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1519,Meliaceae,Lovoa trichilioides,Lovoa,Lovoa trichilioides,LOTR,Inedible,457026,601080,447,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1109,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1520,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,457023,601078,446,20,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1110,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1521,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,457021,601079,447,28,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1111,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1522,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,457020,601080,447,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1112,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1523,Rubiaceae,Nauclea diderrichii,Nauclea,Nauclea diderrichii,NADI,Inedible,457017,601079,447,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1113,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1524,Phyllanthaceae,Bredelia ferruginea,Bridelia,Bridelia ferruginea,BRFE,Inedible,457017,601079,447,27,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1114,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1525,Fabaceae,Parkia bicolor,Parkia,Parkia bicolor,PABI,Edible,456995,601075,445,130,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1115,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1526,Meliaceae,Carapa procera,Carapa,Carapa procera,CAPR,Inedible,456994,601078,446,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1117,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1527,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456997,601077,449,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1118,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1528,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,456997,601077,449,21,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1116,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1529,Burseraceae,Canarium schweinfurtii,Canarium,Canarium schweinfurthii,CASC,Edible,456994,601078,448,33,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1119,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1530,Phyllanthaceae,Maesobotrya barteri,Maesobotrya,Maesobotrya barteri,MABA,Edible,456997,601073,449,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1120,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1531,Meliaceae,Lovoa trichilioides,Lovoa,Lovoa trichilioides,LOTR,Inedible,457000,601070,448,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1121,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1532,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,457005,601069,447,19,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1123,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1533,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,457005,601066,444,19,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1124,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1534,Ebenaceae,Diospyros mespiliformis,Diospyros,Diospyros mespiliformis,DIME,Inedible,457006,601065,443,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1122,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1535,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,457005,601068,446,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1125,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1536,Combretaceae,Terminalia ivorensis,Terminalia,Terminalia ivorensis,TEIV,Inedible,457007,601069,442,22,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1126,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1537,Annonaceae,Uvariopsis conivens,Uvariopsis,Uvariopsis conivens,UVCO,Inedible,457013,601068,448,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1127,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1538,Meliaceae,Lovoa trichilioides,Lovoa,Lovoa trichilioides,LOTR,Inedible,457014,601069,449,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1129,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1539,Olacaceae,Caula edulis,Caula,Caula edulis,CAED,Edible,457005,601061,436,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1128,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1540,Annonaceae,Uvariopsis gigas,Uvariopsis,Uvariopsis gigas,UVGI,Inedible,457005,601060,436,85,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1130,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1541,Moraceae,Trilipisium madagascariensis,Trilepisium,Trilepisium madagascariense,TRMA,Inedible,457007,601061,436,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1131,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1542,Burseraceae,Dacryoides edulis,Dacryoides,Dacryoides edulis,DAED,Edible,457009,601062,436,24,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1132,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1543,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,457011,601063,436,25,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1133,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1544,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,457012,601063,436,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1134,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1545,Malvaceae,Eribroma oblonga,Eribroma,Eribroma oblonga,EROB,Inedible,457013,601064,436,49,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1135,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1546,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,457013,601063,436,19,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1136,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1547,Olacaceae,Caula edulis,Caula,Caula edulis,CAED,Edible,457016,601063,435,14,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1137,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1548,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,457017,601062,435,22,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1138,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1549,Fabaceae,Baphia nitida,Baphia,Baphia nitida,BPNI,Inedible,457020,601062,435,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1139,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1550,Fabaceae,Pentaclethra macrophylla,Pentaclethra,Pentaclethra macrophylla,PNMA,Edible,457026,601069,437,59,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1140,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1551,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,457023,601092,437,22,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1141,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1552,Fabaceae,Pentaclethra macrophylla,Pentaclethra,Pentaclethra macrophylla,PNMA,Edible,457018,601095,438,56,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1142,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1553,Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana,Tabernaemontana pachysiphon,TAPA,Inedible,457010,601088,440,25,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1144,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1554,Apocynaceae,Rauvolfia vomitoria,Rauvolfia,Rauvolfia vomitoria,RAVO,Inedible,457015,601096,441,41,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1143,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1555,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,457006,601086,440,18,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1145,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1556,Sapotaceae,Chrysophyllum albidum,Chrysophyllum,Chrysophyllum albidum,CHAL,Edible,457008,601083,443,16,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1146,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1557,Malvaceae,Sterculia tragacantha,Sterculia,Sterculia tragacantha,STTR,Inedible,457006,601086,442,20,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1147,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1558,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,457007,601096,445,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1148,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1559,Combretaceae,Terminalia ivorensis,Terminalia,Terminalia ivorensis,TEIV,Inedible,457008,601097,445,17,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1149,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1560,Clusiaceae,Allanblackia floribunda,Allanblackia,Allanblackia floribunda,ALFL,Edible,457007,601098,445,69,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1150,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1561,Moraceae,Antiaris toxicaria,Antiaris,Antiaris toxicaria,ANTO,Inedible,457008,601099,444,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1151,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1562,Rubiaceae,Rothmannia hispida,Rothmannia,Rothmannia hispida,ROHI,Inedible,457005,601098,443,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1152,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1563,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,457003,601098,445,24,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1153,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1564,Myristicaceae,Coelocaryon preussii,Coelocaryon,Coelocaryon preussii,COPR,Inedible,457003,601097,445,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1154,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1565,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,456998,601100,446,10,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1155,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1566,Guttiferae,Garcinia smeathmannii,Garcinia,Garcinia smeathmannii,GASM,Inedible,456994,601100,447,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1156,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1567,Burseraceae,Dacryoides edulis,Dacryoides,Dacryoides edulis,DAED,Edible,456992,601100,446,18,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1157,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1568,Myrtaceae,Ouretea calophylla,Ouratea,Ouratea calophylla,OUCA,Inedible,456992,601093,443,28,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1158,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1569,Fabaceae,Angiocalyx oligapholus,Angylocalyx,Angylocalyx oligophyllus,ANOL,Edible,456992,601091,442,13,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1159,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1570,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,456995,601092,443,12,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1160,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1571,Olacaceae,Strombosia scheffleri,Strombosia,Strombosia scheffleri,STSC,Inedible,456997,601088,445,11,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
1161,Africa,Nigeria,"Osomba in Oban Sector, Cross River National Park",ONP-01,Osomba Location 2,OSB-02,Osomba Location 2 Plot 1,L5P1,40,40,160,07/08/2019,Sijeh Asuk,5.44,8.61,456907.16,600983.8,1572,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456995,601087,446,34,The access point to plots in Osomba is through the National Park Ranger check point/lodge. The first plot in Osomba is about an hours walk. 
